id, code,       bunban,     title,      credit,     day_time,   prof,       num_of_std, english,    abeek,      notice,     comment,    year, semester,   dept       
﻿NULL,KOR2001,01,국어학입문,3,"월 15:00~16:15 X234 , 수 16:30~17:45",이정훈,82,,,,,2008,FAL,KOR
NULL,KOR3003,01,국어의문장구조,3,"화,목 13:30~14:45 X131",서정목,20,,,,,2008,FAL,KOR
NULL,KOR3202,01,한문II,3,"화,목 09:00~10:15 X332",정요일,13,,,,,2008,FAL,KOR
NULL,KOR3300,01,고전문학사,3,"월 10:30~11:45 X331 , 수 12:00~13:15",류정월,48,,,,,2008,FAL,KOR
NULL,KOR3306,01,시조와가사론,3,"월 15:00~16:15 X133 , 수 16:30~17:45",성호경,20,,,,,2008,FAL,KOR
NULL,KOR3307,01,고전소설론,3,"월 12:00~13:15 X429 , 금 10:30~11:45",김문희,60,,,,,2008,FAL,KOR
NULL,KOR3308,01,민속학개론,3,"수,금 13:30~14:45 X331",송효섭,27,,,,,2008,FAL,KOR
NULL,KOR3405,01,현대시텍스트읽기II,3,"화,목 10:30~11:45 X231",김승희,38,,,,,2008,FAL,KOR
NULL,KOR3406,01,현대소설텍스트읽기II,3,"수,금 13:30~14:45 X234",오윤호,49,,,,,2008,FAL,KOR
NULL,KOR3415,01,문예창작론,3,"화,목 15:00~16:15 X231",김승희,18,,,,,2008,FAL,KOR
NULL,KOR4001,01,국어학연습,3,"화,목 15:00~16:15 X227",곽충구,42,,,,,2008,FAL,KOR
NULL,KOR4300,01,고전문학연습,3,"화,목 10:30~11:45 X331",정요일,44,,,,,2008,FAL,KOR
NULL,KOR4400,01,현대문학연습,3,"화,목 12:00~13:15 X325",이상란,45,,,,,2008,FAL,KOR
NULL,HIS2002,01,현대세계의역사적이해,3,"화,목 12:00~13:15 X430",조병한,20,,,,,2008,FAL,HIS
NULL,HIS2002,02,현대세계의역사적이해,3,"화,목 12:00~13:15 X331",허구생,34,,,,,2008,FAL,HIS
NULL,HIS2003,01,한국사개론,3,"월 10:30~11:45 X434 , 수 12:00~13:15",조범환,63,,,,,2008,FAL,HIS
NULL,HIS2004,01,동아시아사개론,3,"월 13:30~14:45 X434 , 금 12:00~13:15",방향숙,80,,,,,2008,FAL,HIS
NULL,HIS3001,01,한국고대사,3,"화,목 10:30~11:45 X133",이종욱,63,,,,,2008,FAL,HIS
NULL,HIS3006,01,중국고대사,3,"월 15:00~16:15 X331 , 수 16:30~17:45",이인철,42,,,,,2008,FAL,HIS
NULL,HIS3010,01,중국현대사,3,"화,목 15:00~16:15 X229",조병한,24,,,,,2008,FAL,HIS
NULL,HIS3014,01,일본사개설,3,"월 09:00~10:15 X234 , 수 10:30~11:45",윤병남,69,,,,,2008,FAL,HIS
NULL,HIS3021,01,서양고대사,3,"화,목 16:30~17:45 X133",오흥식,64,,,,,2008,FAL,HIS
NULL,HIS3023,01,르네상스와종교개혁사,3,"화,목 10:30~11:45 X429",김영한,44,,,,,2008,FAL,HIS
NULL,HIS3030,01,영국사개설,3,"화,목 09:00~10:15 X331",박우룡,33,,,,,2008,FAL,HIS
NULL,HIS3032,01,프랑스사개설,3,"월 09:00~10:15 X331 , 수 10:30~11:45",김은영,30,,,,,2008,FAL,HIS
NULL,HIS3036,01,유럽통합의역사,3,"화,목 12:00~13:15 DB102",임상우,84,,,,,2008,FAL,HIS
NULL,HIS3038,01,미국사개설2,3,"월 10:30~11:45 X325 , 수 12:00~13:15",Donald C. Bellomy,22,O,,,영어강의,2008,FAL,HIS
NULL,HIS3043,01,한국사회경제사,3,"화,목 13:30~14:45 X331",이희진,23,,,,,2008,FAL,HIS
NULL,HIS3058,01,동서교류사,3,"화,목 09:00~10:15 X426",전용만,14,,,,,2008,FAL,HIS
NULL,HIS3060,01,동아시아의국제질서,3,"화,목 13:30~14:45 X133",김한규,54,,,,,2008,FAL,HIS
NULL,HIS3062,01,서양문화사,3,"월 10:30~11:45 X330 , 수 12:00~13:15",백인호,19,O,,,영어강의,2008,FAL,HIS
NULL,HIS3071,01,고적답사2,1,화 16:30~17:20 X331,최기영,31,,,,,2008,FAL,HIS
NULL,HIS4007,01,한국사강독3,3,"화,목 15:00~16:15 X430",최기영,12,,,,"부제: 이승만,김구,안창호와 그들의 시대",2008,FAL,HIS
NULL,HIS4012,01,서양사특강1,3,"화,목 13:30~14:45 X332",김영한,13,,,,유토피아사상,2008,FAL,HIS
NULL,PHI2001,01,철학개론,3,"월 09:00~10:15 , 수 10:30~11:45 X433",석기용,64,,,,,2008,FAL,PHI
NULL,PHI2007,01,인식론,3,"화,목 09:00~10:15 X431",김영건,39,,,,,2008,FAL,PHI
NULL,PHI2008,01,윤리학,3,"수,금 13:30~14:45 X332",정재현,23,O,,,영어강의,2008,FAL,PHI
NULL,PHI3008,01,토마스철학,3,"수,금 15:00~16:15 X431",이상섭,26,,,,,2008,FAL,PHI
NULL,PHI3011,01,독일관념론,3,"화,목 13:30~14:45 X431",강영안,35,,,,,2008,FAL,PHI
NULL,PHI3021,01,사회철학,3,"화,목 15:00~16:15 X431",서동욱,19,,,,,2008,FAL,PHI
NULL,PHI3026,01,심리철학,3,"월 15:00~16:15 X431 , 수 16:30~17:45",신상규,29,,,,,2008,FAL,PHI
NULL,PHI3033,01,"선진,한철학사",3,"화,목 10:30~11:45 X431",최진석,35,,,,,2008,FAL,PHI
NULL,PHI3035,01,"송,명,청철학사",3,"화,목 15:00~16:15 X331",최복희,31,,,,,2008,FAL,PHI
NULL,PHI4013,01,현대미국철학,3,"화,목 12:00~13:15 X333",김영건,34,,,,,2008,FAL,PHI
NULL,PHI4016,01,동양철학특강,3,"화,목 09:00~10:15 X433",유희성,20,,,,,2008,FAL,PHI
NULL,PHI4031,01,논리와논술,3,"화,목 16:30~17:45 X431",이상헌,23,,,,,2008,FAL,PHI
NULL,REL2001,01,종교의이해,3,금 15:00~17:45 D504,안신,40,,,,,2008,FAL,REL
NULL,REL3002,01,불교의이해,3,"월 09:00~10:15 D601 , 수 10:30~11:45",서명원,40,,,,,2008,FAL,REL
NULL,REL3005,01,일본종교의이해,3,"화,목 16:30~17:45 D601",최현민,18,,,,,2008,FAL,REL
NULL,REL3008,01,유교의중심사상,3,"화,목 10:30~11:45 K403",김희정,45,,,,,2008,FAL,REL
NULL,REL3012,01,그리스도교의중심사상,3,"화,목 09:00~10:15 D303A",박종구,12,,,,,2008,FAL,REL
NULL,REL3015,01,이슬람교의중심사상,3,"화,목 15:00~16:15 D201A",Neal S. Robinson,14,O,,,영어강의,2008,FAL,REL
NULL,REL3021,01,도교강독,3,"월 12:00~13:15 , 금 10:30~11:45 D601",최수빈,36,,,,,2008,FAL,REL
NULL,REL3022,01,한국종교의이해,3,"월 15:00~16:15 D201B , 수 16:30~17:45",오지섭,22,,,,,2008,FAL,REL
NULL,REL3029,01,종교심리학,3,"수,금 13:30~14:45 D601",Peter Sam,12,,,,,2008,FAL,REL
NULL,REL3038,01,종교와젠더,3,"화,목 13:30~14:45 D302",김성례,11,,,,,2008,FAL,REL
NULL,REL3042,01,종교와예술,3,목 15:00~17:50 K401,박태식,33,,,,,2008,FAL,REL
NULL,REL3043,01,수양과명상,3,"화,목 12:00~13:15 C301",최현민,52,,,,,2008,FAL,REL
NULL,ENG2003,01,언어학개론,3,"화,목 13:30~14:45 X231",조숙환,36,O,,,영어강의,2008,FAL,ENG
NULL,ENG2006,01,연극의이해,3,"화,목 12:00~13:15 X233",김태원,32,O,,,영어강의,2008,FAL,ENG
NULL,ENG2007,01,영미수필,3,"화,목 12:00~13:15 X232",신경원,13,,,,,2008,FAL,ENG
NULL,ENG2009,01,영미단편소설,3,"화,목 09:00~10:15 X329",이태동,32,,,,,2008,FAL,ENG
NULL,ENG2101,01,영문학작문,3,"화,목 09:00~10:15 X232",조은선,18,O,,,영어강의,2008,FAL,ENG
NULL,ENG2101,02,영문학작문,3,"월 13:30~14:45 X232 , 금 12:00~13:15",박미선,16,O,,,영어강의,2008,FAL,ENG
NULL,ENG2101,03,영문학작문,3,"월 10:30~11:45 X232 , 수 12:00~13:15",Julian Hall,23,O,,,영어강의,2008,FAL,ENG
NULL,ENG2101,04,영문학작문,3,"화,목 15:00~16:15 X232",김영주,18,O,,,영어강의,2008,FAL,ENG
NULL,ENG2102,01,영문창작,3,"월 12:00~13:15 X232 , 금 10:30~11:45 X232",Julian Hall,22,O,,,영어강의,2008,FAL,ENG
NULL,ENG2104,01,실용영문법,3,"화,목 12:00~13:15 X133",이홍배,65,,,,,2008,FAL,ENG
NULL,ENG2105,01,고급영문해석,3,"화,목 15:00~16:15 X133",김영석,50,,,,,2008,FAL,ENG
NULL,ENG2107,01,영작문연습,3,"화,목 16:30~17:45 X233",정태진,22,,,,,2008,FAL,ENG
NULL,ENG2109,01,영어연설연습,3,"수,금 13:30~14:45 X232",채서영,15,O,,,영어강의,2008,FAL,ENG
NULL,ENG3005,01,17세기영문학,3,"수,금 13:30~14:45 X233",안선재,27,O,,,영어강의,2008,FAL,ENG
NULL,ENG3009,01,빅토리아시대의영문학,3,"화,목 13:30~14:45 X229",박상기,25,O,,,영어강의,2008,FAL,ENG
NULL,ENG3012,01,초기및19세기미국소설,3,"수,금 15:00~16:15 X330",William N. Roszell,15,O,,,영어강의,2008,FAL,ENG
NULL,ENG3101,01,현대시,3,"월 13:30~14:45 , 금 12:00~13:15 X329",Julian Hall,19,O,,,영어강의,2008,FAL,ENG
NULL,ENG3108,01,최근미국문학,3,"월 10:30~11:45 X233 , 수 12:00~13:15",황은주,28,O,,,영어강의,2008,FAL,ENG
NULL,ENG3203,01,식민주의및탈식민주의문학,3,"수,금 09:00~10:15 X330",Julian Hall,9,O,,,영어강의,2008,FAL,ENG
NULL,ENG3207,01,영어권대중문학,3,"수,금 15:00~16:15 X234",Artem Lozynsky,42,O,,,영어강의,2008,FAL,ENG
NULL,ENG3210,01,문학과수사학,3,"화,목 13:30~14:45 X232",Artem Lozynsky,10,O,,,영어강의,2008,FAL,ENG
NULL,ENG3215,01,문예사,3,"수,금 13:30~14:45 X231",Artem Lozynsky,9,O,,,영어강의,2008,FAL,ENG
NULL,ENG3226,01,영문학의자서전전통,3,"월 15:00~16:15 X425 , 수 16:30~17:45",황은주,8,O,,,영어강의,2008,FAL,ENG
NULL,ENG3229,01,비교문학,3,"수,금 15:00~16:15 X232",안선재,19,O,,,영어강의,2008,FAL,ENG
NULL,ENG3304,01,영어음운론,3,"화,목 10:30~11:45 X131",김영석,43,,,,,2008,FAL,ENG
NULL,ENG3305,01,영어화용론,3,"월 12:00~13:15 , 금 10:30~11:45 X231",이성범,25,,,,,2008,FAL,ENG
NULL,ENG3308,01,심리언어학,3,"화,목 10:30~11:45 X229",조숙환,11,O,,,영어강의,2008,FAL,ENG
NULL,ENG3312,01,언어와사회,3,"월 12:00~13:15 , 금 10:30~11:45 X133",채서영,53,,,,,2008,FAL,ENG
NULL,AMC2014,01,번역연습,3,"월 12:00~13:15 , 금 10:30~11:45 X332",신문주,20,O,,,영어강의,2008,FAL,AMC
NULL,AMC2020,01,문화와글쓰기,3,"월 13:30~14:45 , 금 12:00~13:15 X332",신문주,22,O,,,영어강의,2008,FAL,AMC
NULL,AMC2028,01,언어와문화,3,"화,목 10:30~11:45 X232",이요안,18,O,,,영어강의,2008,FAL,AMC
NULL,AMC3031,01,문화연구입문,3,"수,금 09:00~10:15 X332",Steffen Horst Hantke,18,O,,,영어강의,2008,FAL,AMC
NULL,AMC3031,02,문화연구입문,3,"화,목 10:30~11:45 X233",부경숙,19,O,,,영어강의,2008,FAL,AMC
NULL,AMC3033,01,미국역사와문화,3,"화,목 13:30~14:45 X233",부경숙,39,O,,,영어강의,2008,FAL,AMC
NULL,AMC3070,01,문화적정체성,3,"화,목 15:00~16:15 X233",박상기,21,O,,,영어강의,2008,FAL,AMC
NULL,AMC3097,01,전자매체,3,"월 15:00~16:15 X232 , 수 16:30~17:45",Alec Leonhardt,8,O,,,영어강의,2008,FAL,AMC
NULL,AMC3098,01,미국문화특강I,3,"화,목 09:00~10:15 X133",정태진,7,O,,,"부제:film and music,영어강의",2008,FAL,AMC
NULL,AMC3099,01,미국문화특강II,3,"월 09:00~10:15 X232 , 수 10:30~11:45",Alec Leonhardt,8,O,,,"부제:The Beats,영어강의",2008,FAL,AMC
NULL,AMC4120,01,문화와정치,3,"화,목 12:00~13:15 X332",Donald C. Bellomy,9,O,,,영어강의,2008,FAL,AMC
NULL,AMC4140,01,미국영화세미나,3,"수,금 13:30~14:45 X133",Steffen Horst Hantke,31,O,,,영어강의,2008,FAL,AMC
NULL,GER3002,01,시청각독어,3,"화,목 15:00~16:15 X428",Erik-Joachim Jungk,20,,,,원어강의,2008,FAL,GER
NULL,GER3005,01,중급독어회화,3,"화,목 10:30~11:45 X428",Erik-Joachim Jungk,11,,,,원어강의,2008,FAL,GER
NULL,GER3015,01,독일의도시와언어사용,3,"화,목 13:30~14:45 X234",송완용,87,,,,,2008,FAL,GER
NULL,GER3016,01,독어학의신세계,3,"월 10:30~11:45 X428 , 수 12:00~13:15",김형민,16,,,,,2008,FAL,GER
NULL,GER3024,01,독일문학의명작감상,3,"월 13:30~14:45 X426 , 금 12:00~13:15",장순란,16,,,독일문화전공(가능),독일문화 전공대상,2008,FAL,GER
NULL,GER3024,02,독일문학의명작감상,3,"월 13:30~14:45 X428 , 금 12:00~13:15",두행숙,19,,,,타전공생,2008,FAL,GER
NULL,GER3045,01,독일문화사,3,"월 09:00~10:15 X428 , 수 10:30~11:45",이민수,13,,,,,2008,FAL,GER
NULL,GER3046,01,독일의청년문화,3,"수,금 13:30~14:45 X428",최문선,20,,,,,2008,FAL,GER
NULL,GER4007,01,독일문학과비평,3,"화,목 12:00~13:15 X428",김윤상,9,,,,,2008,FAL,GER
NULL,FRA2012,01,프랑스문학개론1,3,"화,목 13:30~14:45 X426",최현무,19,,,,,2008,FAL,FRA
NULL,FRA2016,01,프랑스문화의이해2,3,"월 15:00~16:15 X433 , 수 16:30~17:45",전종호,50,,,,,2008,FAL,FRA
NULL,FRA3020,01,시청각프랑스어1,3,"화,목 12:00~13:15 X426",Malin Franck,20,,,,원어강의,2008,FAL,FRA
NULL,FRA3022,01,시청각프랑스어3,3,"화,목 13:30~14:45 X428",Gilles Yves Castagnes,22,,,,원어강의,2008,FAL,FRA
NULL,FRA3028,01,영화를통한프랑스어연습,3,"화,목 16:30~17:45 X428",Gilles Yves Castagnes,12,,,,원어강의,2008,FAL,FRA
NULL,FRA3043,01,프랑스언어학,3,"화,목 15:00~16:15 X426",박정섭,16,,,,,2008,FAL,FRA
NULL,FRA3046,01,프랑스18세기문학,3,"월 10:30~11:45 X426 , 수 12:00~13:15",전종호,18,,,,,2008,FAL,FRA
NULL,FRA3061,01,프랑스어권의다문화,3,"월 15:00~16:15 X426 , 수 16:30~17:45",Malin Franck,9,,,,원어강의,2008,FAL,FRA
NULL,CHI2002,01,전공기초중국어2,3,"수,금 13:30~14:45 X429",류동춘,29,,,중국문화전공(가능),타전공자수강불가,2008,FAL,CHI
NULL,CHI3004,01,중국어4,3,"화,목 10:30~11:45 X427",박연화,30,,,,,2008,FAL,CHI
NULL,CHI3006,01,신문과뉴스,3,"화,목 16:30~17:45 X332",성근제,18,,,,,2008,FAL,CHI
NULL,CHI3007,01,중국어회화2,3,"월 13:30~14:45 X425 , 금 12:00~13:15",천웨이펑,22,,,,원어강의,2008,FAL,CHI
NULL,CHI3007,02,중국어회화2,3,"화,목 13:30~14:45 X425",천웨이펑,26,,,,원어강의,2008,FAL,CHI
NULL,CHI3014,01,중국고전명문산책,3,"화,목 15:00~16:15 X429",박지현,21,,,,,2008,FAL,CHI
NULL,CHI3015,01,중국의현대와문학,3,"월,금 16:30~17:45 X332",이경하,13,,,,,2008,FAL,CHI
NULL,CHI3020,01,한자와중국문화,3,"수,금 15:00~16:15 X429",류동춘,26,,,,,2008,FAL,CHI
NULL,CHI3021,01,중국인의생활문화,3,"월,금 16:30~17:45 X331",천웨이펑,22,,,,원어강의,2008,FAL,CHI
NULL,CHI3027,01,중국문화속의여성,3,"월 12:00~13:15 X434 , 금 10:30~11:45",정민경,77,,,,,2008,FAL,CHI
NULL,CHI3028,01,사서와현대인의수양,3,"화,목 10:30~11:45 D303A",김근,20,,,,,2008,FAL,CHI
NULL,CHI3029,01,무협의문화적의의:소설과영화,3,"수,금 15:00~16:15 X433",문현선,77,,,,,2008,FAL,CHI
NULL,CHI3030,01,문화연구:상징과권력,3,"화,목 13:30~14:45 D504",김근,33,,,,,2008,FAL,CHI
NULL,CHI3038,01,중국의민족정책,3,"수,금 09:00~10:15 X331",홍원선,25,,,,,2008,FAL,CHI
NULL,SOC2001,01,사회학개론,3,"월 09:00~10:15 D402 , 수 10:30~11:45",박정호,68,,,,,2008,FAL,SOC
NULL,SOC2001,02,사회학개론,3,"월,금 16:30~17:45 D502",현정임,32,,,,,2008,FAL,SOC
NULL,SOC2001,03,사회학개론,3,"월 12:00~13:15 D401A , 금 10:30~11:45",김우선,17,O,,,영어강의,2008,FAL,SOC
NULL,SOC2002,01,인류학개론,3,"화,목 10:30~11:45 D401A",조옥라,9,O,,,영어강의,2008,FAL,SOC
NULL,SOC2005,01,사회학방법론,3,"수,금 09:00~10:15 D601",선내규,2,,,,,2008,FAL,SOC
NULL,SOC2007,01,이론과사회:현대에서포스트모던이론까지,3,"월 10:30~11:45 D502 , 수 12:00~13:15",김경만,37,,,,,2008,FAL,SOC
NULL,SOC2008,01,고전사회학이론,3,"월 15:00~16:15 D502 , 수 16:30~17:45",김경만,22,,,,,2008,FAL,SOC
NULL,SOC3001,01,문화사회학,3,"수,금 13:30~14:45 D401A",김동일,15,,,,,2008,FAL,SOC
NULL,SOC3005,01,한국전통문화연구,3,"월 09:00~10:15 D401A , 수 10:30~11:45",정수진,11,,,,,2008,FAL,SOC
NULL,SOC3006,01,사회변동론,3,"화,목 12:00~13:15 D502",조혜인,35,,,,,2008,FAL,SOC
NULL,SOC3008,01,집단행동과사회운동,3,"월 13:30~14:45 , 금 12:00~13:15 D401A",현정임,9,,,,,2008,FAL,SOC
NULL,SOC3013,01,현대가족연구,3,"월 12:00~13:15 , 금 10:30~11:45 X426",강혜경,16,,,,,2008,FAL,SOC
NULL,SOC3020,01,세계화와후기산업사회,3,"수,금 15:00~16:15 D303B",지주형,28,,,,,2008,FAL,SOC
NULL,SOC3024,01,정치사회학,3,"화,목 15:00~16:15 D303B",김무경,18,,,,,2008,FAL,SOC
NULL,SOC3029,01,사회사상사,3,"화,목 13:30~14:45 D303B",김무경,15,,,,,2008,FAL,SOC
NULL,SOC3035,01,비교문화연구,3,"화,목 13:30~14:45 D401A",조옥라,14,,,,,2008,FAL,SOC
NULL,SOC3038,01,사회적행위와문화,3,"화,목 16:30~17:45 D303B",이재혁,5,O,,,영어강의,2008,FAL,SOC
NULL,SOC3047,01,한국사회사,3,"화,목 10:30~11:45 D502",조혜인,46,O,,,영어강의,2008,FAL,SOC
NULL,POL2002,01,정치학개론,3,"수,금 09:00~10:15 D301",배병인,61,,,,,2008,FAL,POL
NULL,POL2002,02,정치학개론,3,"월 13:30~14:45 DB102 , 금 12:00~13:15",한정택,129,,,,,2008,FAL,POL
NULL,POL3060,01,한국정치론,3,"수,금 13:30~14:45 DB102",손호철,138,,,,,2008,FAL,POL
NULL,POL3080,01,현대북한의정치,3,"화,목 15:00~16:15 DB102",안찬일,116,,,,,2008,FAL,POL
NULL,POL3090,01,정치과정의이해,3,"월 10:30~11:45 DB101 , 수 12:00~13:15",이갑윤,87,,,,,2008,FAL,POL
NULL,POL3109,01,현대정치사상,3,"화,목 13:30~14:45 D402",김동하,51,,,,,2008,FAL,POL
NULL,POL3111,01,정보사회의정치,3,"월 15:00~16:15 D601 , 수 16:30~17:45",조희정,30,,,,,2008,FAL,POL
NULL,POL3112,01,문화와정치,3,"화,목 10:30~11:45 D402",강정인,55,,,,,2008,FAL,POL
NULL,POL3138,01,외교정책결정론,3,"화,목 10:30~11:45 DB102",강석원,33,O,,,영어강의,2008,FAL,POL
NULL,POL3170,01,유럽정치의이해,3,"월 09:00~10:15 K404 , 수 10:30~11:45",이규영,48,,,,,2008,FAL,POL
NULL,POL3173,01,동남아정치의이해,3,"수,금 13:30~14:45 D303A",신윤환,20,O,,,영어강의,2008,FAL,POL
NULL,POL3175,01,정치인류학,3,"수,금 15:00~16:15 D303A",신윤환,14,,,,,2008,FAL,POL
NULL,POL3182,01,정치경제론,3,"월 10:30~11:45 DB102 , 수 12:00~13:15",류석진,121,,,,,2008,FAL,POL
NULL,POL3183,01,현대일본의정치경제,3,"화,목 09:00~10:15 D502",민병일,37,,,,,2008,FAL,POL
NULL,POL3187,01,일본정치특강,3,"화,목 15:00~16:15 D401A",김세걸,18,,,,,2008,FAL,POL
NULL,POL4064,01,현대한국정치의분석,3,"수,금 15:00~16:15 X426",이지호,20,,,,,2008,FAL,POL
NULL,POL4065,01,한국정치사회학,3,"월,금 16:30~17:45 D401A",김순영,19,,,,,2008,FAL,POL
NULL,POL4095,01,여론과선거,3,"월 15:00~16:15 D504 , 수 16:30~17:45",이현우,32,O,,,영어강의,2008,FAL,POL
NULL,POL4102,01,동서양정치사상특강,3,"화,목 13:30~14:45 D601",강석원,12,O,,,영어강의,2008,FAL,POL
NULL,POL4103,01,한국정치사상,3,"화,목 16:30~17:45 D401A",김석근,14,,,,,2008,FAL,POL
NULL,POL4114,01,한국현대정치사상사,3,"화,목 12:00~13:15 D303A",전재호,20,,,,,2008,FAL,POL
NULL,POL4133,01,국제정치이론,3,"수,금 09:00~10:15 D302",이근욱,23,O,,,영어강의,2008,FAL,POL
NULL,POL4147,01,국제관계특강I,3,"월,금 16:30~17:45 D303B",전혜원,14,,,,,2008,FAL,POL
NULL,POL4188,01,국가정보의이해,3,"화,목 09:00~10:15 D504",이영무,37,,,,,2008,FAL,POL
NULL,PSY2001,01,일반심리학,3,"화,목 09:00~10:15 D402",최해림,45,,,,,2008,FAL,PSY
NULL,PSY2001,02,일반심리학,3,"수,금 13:30~14:45 DB101",김민희,73,,,,,2008,FAL,PSY
NULL,PSY2001,03,일반심리학,3,"월 15:00~16:15 D302 , 수 16:30~17:45",박승민,45,,,,,2008,FAL,PSY
NULL,PSY2003,01,발달심리학,3,"월 09:00~10:15 K405 , 수 10:30~11:45",조숙자,71,,,,,2008,FAL,PSY
NULL,PSY3001,01,임상심리학,3,"화,목 13:30~14:15 D502",최해림,20,,,,,2008,FAL,PSY
NULL,PSY3003,01,인간관계이론,3,"화,목 15:00~16:15 D402",김영재,68,,,,,2008,FAL,PSY
NULL,PSY3006,01,자기표현의심리적기초,3,"수,금 13:30~14:45 K404",김은진,52,,,,,2008,FAL,PSY
NULL,PSY3006,02,자기표현의심리적기초,3,"수,금 15:00~16:15 K404",김은진,21,O,,,영어강의,2008,FAL,PSY
NULL,PSY3008,01,성격심리학,3,"월 10:30~11:45 D504 , 수 12:00~13:15",신미성,32,O,,,영어강의,2008,FAL,PSY
NULL,PSY3010,01,산업및조직심리학,3,"월 13:30~14:45 , 금 12:00~13:15 D402",신난자,57,,,,,2008,FAL,PSY
NULL,PSY3012,01,생리및생물심리학,3,"월 15:00~16:15 K212 , 수 16:30~17:45",김시현,24,,,,,2008,FAL,PSY
NULL,PSY3013,01,지각심리학,3,"화,목 12:00~13:15 K304",이창환,18,O,,,영어강의,2008,FAL,PSY
NULL,PSY3014,01,학습심리학,3,"화,목 16:30~17:45 D201A",오경기,17,,,,,2008,FAL,PSY
NULL,PSY3015,01,언어심리학,3,"화,목 10:30~11:45 X229",조숙환,9,O,,,영어강의,2008,FAL,PSY
NULL,PSY3016,01,동기및정서심리학,3,"월 13:30~14:45 K407 , 금 12:00~13:15",최해연,40,,,,,2008,FAL,PSY
NULL,PSY3018,01,학교심리,3,"화,목 16:30~17:45 GA401",강이영,19,,,,,2008,FAL,PSY
NULL,PSY4002,01,심리검사및측정,3,"월,금 16:30~17:45 D201B",최명식,18,,,,,2008,FAL,PSY
NULL,PSY4008,01,동양심리학,3,"화,목 10:30~11:45 D504",조긍호,33,,,,,2008,FAL,PSY
NULL,PSY4014,01,유아및아동심리학,3,"월 10:30~11:45 K405 , 수 12:00~13:15",조숙자,64,,,,,2008,FAL,PSY
NULL,PSY4022,01,기억심리학,3,"수,금 15:00~16:15 K405",이창환,17,,,,,2008,FAL,PSY
NULL,PSY4028,01,행동수정,3,"월 09:00~10:15 , 수 10:30~11:45 K406",김영혜,22,,,,,2008,FAL,PSY
NULL,LAW2001,01,법학개론,3,"월 13:30~14:45 , 금 12:00~13:15 D502",이은기,24,,,,사이버 강의 10%,2008,FAL,LAW
NULL,LAW2001,02,법학개론,3,"화,목 09:00~10:15 D401A",박용철,18,,,,,2008,FAL,LAW
NULL,LAW2001,03,법학개론,3,"화,목 12:00~13:15 D302",김영심,87,,,,,2008,FAL,LAW
NULL,LAW2010,01,법과현대사회,3,"월 12:00~13:15 , 금 10:30~11:45 D302",김현식,44,,,,,2008,FAL,LAW
