id, code,       bunban,     title,      credit,     day_time,   prof,       num_of_std, english,    abeek,      notice,     comment,    year, semester,   dept       
NULL,HFS2003,04,그리스도교윤리,3,"화,목 09:00~10:15 K404",박은미,29,,O,,,2008,FAL,LIB
NULL,HFS2005,01,신의문제,3,"수,금 15:00~16:15 D402",이종진,49,,O,,,2008,FAL,LIB
NULL,HFU4002,01,그리스도교개론,3,"수,금 13:30~14:45 X432",정구평,18,,,,,2008,FAL,LIB
NULL,HFU4003,01,생명윤리,3,"화,목 10:30~11:45 X434",우재명,82,,,,,2008,FAL,LIB
NULL,HFU4004,01,성서와생활,3,"화,목 15:00~16:15 X433",송봉모,42,,,,,2008,FAL,LIB
NULL,HFU4005,01,개인과공동체,3,"월 10:30~11:45 X429 , 수 12:00~13:15",김진형,35,,,,,2008,FAL,LIB
NULL,HFU4008,01,신앙과과학,3,"화,목 13:30~14:45 K401",김정웅,67,,,,,2008,FAL,LIB
NULL,HFU4009,01,예술과구원,3,"수,금 15:00~16:15 X430",김남희,19,,,,,2008,FAL,LIB
NULL,HFU4011,01,가톨릭교회와사회,3,"화,목 12:00~13:15 X433",김녕,18,,,,,2008,FAL,LIB
NULL,HLU4001,01,영양과다이어트,2,금 09:00~10:50 K302,이유숙,34,,,,,2008,FAL,LIB
NULL,HLU4002,01,보건학,2,금 16:30~18:20 K309,이홍자,36,,,,,2008,FAL,LIB
NULL,HLU4005,01,스키,1,화 13:30~15:20,최희남,23,,,,,2008,FAL,LIB
NULL,HLU4005,02,스키,1,목 15:00~16:50,최희남,27,,,,,2008,FAL,LIB
NULL,HLU4006,01,요가,1,월 12:00~13:50,노수연,55,,,,,2008,FAL,LIB
NULL,HLU4006,02,요가,1,금 12:00~13:50,장현정,39,,,,,2008,FAL,LIB
NULL,HLU4007,01,테니스,1,월 13:30~15:20,이도웅,29,,,,,2008,FAL,LIB
NULL,HLU4007,02,테니스,1,화 15:00~16:50,최대혁,33,,,,,2008,FAL,LIB
NULL,HLU4007,03,테니스,1,수 13:30~15:20,김종택,23,,,,,2008,FAL,LIB
NULL,HLU4007,04,테니스,1,금 13:30~15:20,엄우섭,13,,,,,2008,FAL,LIB
NULL,HLU4008,01,탁구,1,화 16:30~18:20,김인실,30,,,,,2008,FAL,LIB
NULL,HLU4009,01,배드민턴,1,월 12:00~13:50,안현균,29,,,,,2008,FAL,LIB
NULL,HLU4010,01,에어로빅및포크댄스,1,수 13:30~15:20,장현정,20,,,,,2008,FAL,LIB
NULL,HLU4011,01,농구,1,목 15:00~16:50,지정민,26,,,,,2008,FAL,LIB
NULL,HLU4013,01,축구,1,목 15:00~16:50,김남주,17,,,,,2008,FAL,LIB
NULL,HLU4014,01,야구,1,월 15:00~16:50,천승현,28,,,,,2008,FAL,LIB
NULL,HLU4015,01,골프,1,금 13:30~15:20,최대혁,32,,,,,2008,FAL,LIB
NULL,HLU4015,02,골프,1,금 16:30~18:20,엄우섭,40,,,,,2008,FAL,LIB
NULL,HLU4101,01,수영II,1,토 13:00~14:50,김원현,23,,,,이화여대수영장,2008,FAL,LIB
NULL,HLU4102,01,테니스II,1,목 13:30~15:20,주창남,24,,,,,2008,FAL,LIB
NULL,HSS3001,01,인간과인성,3,수 15:00~17:45 DB101,백인호,60,,,,,2008,FAL,LIB
NULL,HSS3002,01,사회봉사,3,월 13:30~16:15 K501,송인주,57,,,,,2008,FAL,LIB
NULL,HSS3002,02,사회봉사,3,수 09:00~11:45 K403,최대헌,53,,,,,2008,FAL,LIB
NULL,HSS3002,03,사회봉사,3,목 09:00~11:45 K302,김미일,34,,,,,2008,FAL,LIB
NULL,HSS3003,01,사회봉사실천,1,토 10:00~10:50 K209,김미일,36,,,,,2008,FAL,LIB
NULL,HSS3005,01,수화의이해,2,월 16:30~18:20 K401,김미원,76,,,,,2008,FAL,LIB
NULL,HSS3005,02,수화의이해,2,수 16:30~18:20 K401,안영회,78,,,,,2008,FAL,LIB
NULL,HSS3008,01,일과쉼,3,"월 13:30~14:45 , 금 12:00~13:15 K405",김어상,18,,,,,2008,FAL,LIB
NULL,HSS3013,01,현대인문세미나,3,"화,목 15:00~15:50 X520",임상우,57,,,,"실습:월수금 16:30-18:10, 화목 16:00-17:40 중 택 하루",2008,FAL,LIB
NULL,LAU4001,01,현대사회와문학예술,3,"화,목 12:00~13:15 X434",이민호,45,,,,,2008,FAL,LIB
NULL,LAU4006,01,문학과판타지,3,"화,목 10:30~11:45 X234",김정경,88,,,,,2008,FAL,LIB
NULL,LAU4008,01,다매체시대의고전읽기,3,"월 13:30~14:45 X430 , 금 12:00~13:15 X430",이수곤,18,,,,,2008,FAL,LIB
NULL,LAU4009,01,실무논술작법,3,"수,금 09:00~10:15 X431",오윤정,20,,,,,2008,FAL,LIB
NULL,LAU4014,01,한국미술의역사와감상,3,월 15:00~17:45 K301,최경화,72,,,,,2008,FAL,LIB
NULL,LAU4015,01,서양미술의역사와감상,3,금 10:30~13:15 K202,정은진,75,,,,,2008,FAL,LIB
NULL,LAU4015,02,서양미술의역사와감상,3,화 10:30~13:15 K201,전한호,84,,,,,2008,FAL,LIB
NULL,LAU4017,01,디자인과복식사,3,금 15:00~17:45 K401,신주영,85,,,,부제:패션의어제와오늘,2008,FAL,LIB
NULL,LAU4018,01,한국건축사,3,목 15:00~17:45 K212,이연노,32,,,,,2008,FAL,LIB
NULL,LAU4020,01,한국음악의역사와감상,3,화 13:30~16:15 K212,변제남,29,,,,,2008,FAL,LIB
NULL,LAU4021,01,서양음악의역사와감상,3,월 12:00~14:45 K403,이민경,53,,,,,2008,FAL,LIB
NULL,LAU4021,02,서양음악의역사와감상,3,수 09:00~11:45 K202,박용은,128,,,,,2008,FAL,LIB
NULL,LAU4022,01,대중음악의이해,3,"화,목 12:00~13:15 K301",정태진,106,,,,,2008,FAL,LIB
NULL,LAU4022,02,대중음악의이해,3,금 15:00~17:45 K301,정태진,45,,,,,2008,FAL,LIB
NULL,LAU4024,01,현대예술과미학의이해,3,"화,목 10:30~11:45 X432",김산춘,33,,,,,2008,FAL,LIB
NULL,LAU4026,01,디지털문화와예술,3,수 15:00~17:45 K201,이재준,30,,,,,2008,FAL,LIB
NULL,LCS2001,01,독일언어와문화I,3,"월 10:30~11:45 X332 , 수 12:00~13:15",조한렬,17,,,,,2008,FAL,LIB
NULL,LCS2001,02,독일언어와문화I,3,"월 12:00~13:15 X427 , 금 10:30~11:15",이승희,26,,,,,2008,FAL,LIB
NULL,LCS2001,03,독일언어와문화I,3,"화,목 10:30~11:45 X325",송완용,33,,,,,2008,FAL,LIB
NULL,LCS2001,04,독일언어와문화I,3,"수,금 13:30~14:45 X426",성현숙,15,,,,,2008,FAL,LIB
NULL,LCS2002,01,독일언어와문화II,3,"월 12:00~13:15 X428 , 금 10:30~11:45",장순란,19,,,,,2008,FAL,LIB
NULL,LCS2002,02,독일언어와문화II,3,"화,목 12:00~13:15 X427",김연신,16,,,,,2008,FAL,LIB
NULL,LCS2003,01,프랑스언어와문화I,3,"화,목 15:00~16:15 X425",전종호,26,,,,,2008,FAL,LIB
NULL,LCS2003,02,프랑스언어와문화I,3,"수,금 13:30~14:45 X425",이충훈,20,,,,,2008,FAL,LIB
NULL,LCS2003,03,프랑스언어와문화I,3,"월,금 16:30~17:45 X425",정우향,16,,,,,2008,FAL,LIB
NULL,LCS2003,04,프랑스언어와문화I,3,"화,목 12:00~13:15 X425",정의진,28,,,,,2008,FAL,LIB
NULL,LCS2004,01,프랑스언어와문화II,3,"화,목 10:30~11:45 X425",박정섭,22,,,,,2008,FAL,LIB
NULL,LCS2004,02,프랑스언어와문화II,3,"화,목 10:30~11:45 X426",Malin Franck,23,,,,원어강의,2008,FAL,LIB
NULL,LCS2005,01,중국언어와문화I,3,"월 09:00~10:15 X425 , 수 10:30~11:45",신민야,28,,,,원어민 및 특기자 수강불가,2008,FAL,LIB
NULL,LCS2005,02,중국언어와문화I,3,"월 10:30~11:45 X425 , 수 12:00~13:15",신민야,24,,,,원어민 및 특기자 수강불가,2008,FAL,LIB
NULL,LCS2005,03,중국언어와문화I,3,"화,목 12:00~13:15 X432",강영선,25,,,,원어민 및 특기자 수강불가,2008,FAL,LIB
NULL,LCS2006,01,중국언어와문화II,3,"월 09:00~10:15 X430 , 수 10:30~11:45",문영희,20,,,,원어민 및 특기자 수강불가,2008,FAL,LIB
NULL,LCS2006,02,중국언어와문화II,3,"월 10:30~11:45 X430 , 수 12:00~13:15",문영희,23,,,,원어민 및 특기자 수강불가,2008,FAL,LIB
NULL,LCS2006,03,중국언어와문화II,3,"화,목 09:00~10:15 X432",신아사,13,,,,원어민 및 특기자 수강불가,2008,FAL,LIB
NULL,LCS2006,04,중국언어와문화II,3,"화,목 12:00~13:15 X429",박연화,34,,,,원어민 및 특기자 수강불가,2008,FAL,LIB
NULL,LCS2006,05,중국언어와문화II,3,"화,목 15:00~16:15 X432",송원찬,20,,,,원어민 및 특기자 수강불가,2008,FAL,LIB
NULL,LCU4003,01,중급영어강독,3,"수,금 09:00~10:15 D405",Scott Miles,26,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1 학생 수강불가",2008,FAL,LIB
NULL,LCU4003,02,중급영어강독,3,"화,목 10:30~11:45 X329",김현진,18,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1 학생 수강불가",2008,FAL,LIB
NULL,LCU4003,03,중급영어강독,3,"수,금 13:30~14:45 X329",William N. Roszell,17,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1 학생 수강불가",2008,FAL,LIB
NULL,LCU4003,04,중급영어강독,3,"수,금 13:30~14:45 X330",Paul Elliget Suh,10,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1 학생 수강불가",2008,FAL,LIB
NULL,LCU4003,05,중급영어강독,3,"월 10:30~11:45 X329 , 수 12:00~13:15",CamarenaJuan,20,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1 학생 수강불가",2008,FAL,LIB
NULL,LCU4004,02,중급영어작문,3,"월 13:30~14:45 , 금 12:00~13:15 D405",김상경,18,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1 학생 수강불가",2008,FAL,LIB
NULL,LCU4005,01,인터넷영어연습,3,"월 13:30~14:45 , 금 12:00~13:15 D508",홍진영,22,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1 학생 수강불가",2008,FAL,LIB
NULL,LCU4005,02,인터넷영어연습,3,"수,금 13:30~14:45 D508",홍주희,16,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1 학생 수강불가",2008,FAL,LIB
NULL,LCU4005,03,인터넷영어연습,3,"수,금 15:00~16:15 D508",홍주희,17,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1 학생 수강불가",2008,FAL,LIB
NULL,LCU4006,01,중급영어연설,3,"월 15:00~16:15 D508 , 수 16:30~17:45",Scott Miles,22,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1수강불가",2008,FAL,LIB
NULL,LCU4010,01,영미문화의이해,3,"수,금 15:00~16:15 D506",김영옥,28,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1 학생 수강불가",2008,FAL,LIB
NULL,LCU4010,02,영미문화의이해,3,"화,목 13:30~14:45 D506",Andrew Christiansen,23,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1 학생 수강불가",2008,FAL,LIB
NULL,LCU4010,03,영미문화의이해,3,"화,목 10:30~11:45 D506",LandryKevin,20,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1 학생 수강불가",2008,FAL,LIB
NULL,LCU4011,01,고급영어회화,3,"월,금 16:30~17:45 X431",Leah Miller,14,O,,,영어강의,2008,FAL,LIB
NULL,LCU4011,03,고급영어회화,3,"월 09:00~10:15 X330 , 수 10:30~11:45",CamarenaJuan,22,O,,,영어강의,2008,FAL,LIB
NULL,LCU4012,01,영어회화및면접연습,3,"수,금 13:30~14:45 X326",I.T. Lakhiani,20,O,,,영어강의,2008,FAL,LIB
NULL,LCU4013,01,영어토론과수사학,3,"화,목 15:00~16:15 D610",Andrew Christiansen,20,O,,,영어강의,2008,FAL,LIB
NULL,LCU4015,01,영화를통한영어연습,3,"화,목 15:00~16:15 D506",이원희,26,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1수강불가",2008,FAL,LIB
NULL,LCU4015,02,영화를통한영어연습,3,"월 10:30~11:45 D506 , 수 12:00~13:15",I.T. Lakhiani,23,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1수강불가",2008,FAL,LIB
NULL,LCU4015,03,영화를통한영어연습,3,"화,목 12:00~13:15 D506",William N. Roszell,25,O,,"국제문화계Ⅰ,영미어문전공,미국문화전공(불가)","영어강의,국제문화계1수강불가",2008,FAL,LIB
NULL,LCU4017,01,실무영어,3,"월 12:00~13:15 D506 , 금 10:30~11:45",I.T. Lakhiani,24,O,,,영어강의,2008,FAL,LIB
NULL,LCU4017,02,실무영어,3,"화,목 13:30~14:45 X330",채현순,28,O,,,영어강의,2008,FAL,LIB
NULL,LCU4017,03,실무영어,3,"화,목 10:30~11:45 X330",왕성순,30,O,,,영어강의,2008,FAL,LIB
NULL,LCU4018,02,드라마를통한영어연습,3,"수,금 15:00~16:15 X520",LandryKevin,23,O,,,영어강의,2008,FAL,LIB
NULL,LCU4020,01,집중영어연습II,2,일 00:00~00:00,,11,O,,,,2008,FAL,LIB
NULL,LCU4020,02,집중영어연습II,2,일 00:00~00:00,,19,O,,,,2008,FAL,LIB
NULL,LCU4021,01,초급라틴어,3,"화,목 13:30~14:45 X427",모지웅,26,,,,,2008,FAL,LIB
NULL,LCU4025,01,초급이탈리아어,3,"화,목 09:00~10:15 X429",AdornoMaria,11,,,,,2008,FAL,LIB
NULL,LCU4026,01,중급이탈리아어I,3,"화,목 10:30~11:45 X332",AdornoMaria,1,,,,,2008,FAL,LIB
NULL,LCU4030,01,초급스페인어,3,"화,목 15:00~16:15 X330",모지웅,33,,,,,2008,FAL,LIB
NULL,LCU4041,01,세계문화의이해와체험,3,수 12:00~14:45 K201,이태주,64,,,,,2008,FAL,LIB
NULL,LCU4043,01,유럽의대학문화,3,목 15:00~17:45 K305,현정임,19,,,,,2008,FAL,LIB
NULL,LCU4048,01,프랑스문화기행,3,"월 10:30~11:45 K202 , 수 12:00~13:15",최내경,98,,,,,2008,FAL,LIB
NULL,LCU4049,01,오늘의중국,3,"화,목 15:00~16:15 X434",성근제,64,,,,,2008,FAL,LIB
NULL,LCU4053,01,초급일본어I,3,"월 10:30~11:45 X431 , 수 12:00~13:15",고혜정,35,,,,,2008,FAL,LIB
NULL,LCU4053,02,초급일본어I,3,"화,목 09:00~10:15 D201B",김계연,24,,,,,2008,FAL,LIB
NULL,LCU4053,03,초급일본어I,3,"화,목 13:30~14:45 K403",신미영,32,,,,,2008,FAL,LIB
NULL,LCU4053,04,초급일본어I,3,"수,금 13:30~14:45 D502",오상현,39,,,,,2008,FAL,LIB
NULL,LCU4053,05,초급일본어I,3,"수,금 09:00~10:15 D201A",최은희,22,,,,,2008,FAL,LIB
NULL,LCU4053,06,초급일본어I,3,"화,목 10:30~11:45 K212",신미영,30,,,,,2008,FAL,LIB
NULL,LCU4054,01,초급일본어II,3,"화,목 12:00~13:15 D201B",김계연,33,,,,,2008,FAL,LIB
NULL,LCU4054,02,초급일본어II,3,"수,금 13:30~14:45 D201A",최은희,39,,,,,2008,FAL,LIB
NULL,LCU4065,01,영어IV,3,"수,금 13:30~14:45 X327",Isaiah WonHo Yoo,9,O,,,수강신청가능조건:홈페이지-개설과목변경사항참조,2008,FAL,LIB
NULL,LCU4065,02,영어IV,3,"월 15:00~16:15 X330 , 수 16:30~17:45",Paul Elliget Suh,15,O,,,수강신청가능조건:홈페이지-개설과목변경사항참조,2008,FAL,LIB
NULL,LCU4065,03,영어IV,3,"수,금 13:30~14:45 AS311",Anders McCarthy,13,O,,,수강신청가능조건:홈페이지-개설과목변경사항참조,2008,FAL,LIB
NULL,LED3001,01,그리스도교리더십,3,월 15:00~17:45 K201,이근상,9,,,,,2008,FAL,LIB
NULL,LED3003,01,리더십특강,3,금 09:00~11:45 K303,김명환,82,,,,,2008,FAL,LIB
NULL,LED3006,01,리더십과의사소통,3,"화,목 12:00~13:15 K501",김재득,85,,,,,2008,FAL,LIB
NULL,LED3007,01,리더십과화법,3,"수,금 13:30~14:45 X431","오정숙,김남미",33,,,,,2008,FAL,LIB
NULL,ROT4002,01,무관후보생교육II,2,"화,목 13:30~14:59 C301",,32,,,,,2008,FAL,LIB
NULL,ROT4004,01,무관후보생교육IV,2,"화,목 13:30~14:59 C301",,34,,,,,2008,FAL,LIB
NULL,SHS2001,01,현대사회의이해,3,"수,금 09:00~10:15 DB102",전상진,80,,,,,2008,FAL,LIB
NULL,SHS2001,02,현대사회의이해,3,"화,목 09:00~10:15 DB102",김근영,58,,,,,2008,FAL,LIB
NULL,SHS2002,01,한국과세계,3,"월 09:00~10:15 D301 , 수 10:30~11:45",한영빈,54,,,,,2008,FAL,LIB
NULL,SHS2002,02,한국과세계,3,"화,목 12:00~13:15 D402",공진성,79,,,,,2008,FAL,LIB
NULL,SHS2003,01,커뮤니케이션과사회,3,"화,목 12:00~13:15 K305",이정훈,78,,,,,2008,FAL,LIB
NULL,SHS2003,02,커뮤니케이션과사회,3,"월 12:00~13:15 GA403 , 금 10:30~11:45",장은미,68,,,,,2008,FAL,LIB
NULL,SHS2005,01,법과공학,3,금 15:00~17:45 K501,이영주,70,,O,,,2008,FAL,LIB
NULL,SHS2005,02,법과공학,3,금 15:00~17:45 K201,하동철,18,,O,,,2008,FAL,LIB
NULL,SHS2006,01,기업과공학,3,월 15:00~17:45 MA206,주해식,52,,O,,,2008,FAL,LIB
NULL,SHS2006,02,기업과공학,3,"화,목 12:00~13:15 MA104",박경미,92,,O,,,2008,FAL,LIB
NULL,SHS2007,01,생활속의심리학,3,"월 12:00~13:15 D402 , 금 10:30~11:45",신난자,62,,,,,2008,FAL,LIB
NULL,SHS2007,02,생활속의심리학,3,"화,목 12:00~13:15 K403",김미랑,74,,,,,2008,FAL,LIB
NULL,SHS2007,03,생활속의심리학,3,"수,금 15:00~16:15 DB102",김민희,79,,,,,2008,FAL,LIB
NULL,SHU4002,01,북한의이해,3,"화,목 16:30~17:45 K501",안찬일,113,,,,,2008,FAL,LIB
NULL,SHU4005,01,정의와평화,3,"화,목 10:30~11:45 K501",박종대,53,,,,,2008,FAL,LIB
NULL,SHU4006,01,인권과정의,3,"수,금 13:30~14:45 X433",김녕,27,,,,,2008,FAL,LIB
NULL,SHU4011,01,아프리카전통사회의이해,3,수 15:00~17:45 K407,장용규,27,,,,,2008,FAL,LIB
NULL,SHU4015,01,사회복지의이해,3,"화,목 16:30~17:45 K403",김진욱,22,,,,,2008,FAL,LIB
NULL,SHU4022,01,청소년문화론,3,"화,목 15:00~16:15 DB101",정유성,62,,,,,2008,FAL,LIB
NULL,SHU4023,01,성의식과인간이해,3,"월 09:00~10:15 K302 , 수 10:30~11:45",김영희,112,,,,,2008,FAL,LIB
NULL,SHU4026,01,미디어공동체론,3,"월 15:00~16:15 GA404 , 수 16:30~17:45",조맹기,11,,,,,2008,FAL,LIB
NULL,SHU4029,01,광고로사회읽기,3,"화,목 16:30~17:45 D301",강혜경,47,,,,,2008,FAL,LIB
NULL,SHU4030,01,현대사회와자기계발,3,"월 13:30~14:45 , 금 12:00~13:15 DB101",전상진,73,,,,,2008,FAL,LIB
NULL,SHU4032,01,세계화와다문화사회,3,"수,금 13:30~14:45 D504",김우선,12,,,,,2008,FAL,LIB
NULL,STS2001,01,자연과인간,3,"수,금 15:00~16:15 RA406B",박영재,17,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2001,02,자연과인간,3,"월 09:00~10:15 R404 , 수 10:30~11:45",이덕환,31,,,"자연과학부,공학부(불가)",이공계수강불가,2008,FAL,LIB
NULL,STS2002,01,생명과환경,3,"월 13:30~14:45 , 금 12:00~13:15 RA308",이해진,11,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2002,02,생명과환경,3,"화,목 09:00~10:15 K209",김건수,18,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2002,03,생명과환경,3,"화,목 12:00~13:15 K307",박지창,79,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2002,04,생명과환경,3,"화,목 13:30~14:45 K307",박지창,47,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2002,05,생명과환경,3,"화,목 15:00~16:15 K309",정광환,28,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2002,06,생명과환경,3,"수,금 13:30~14:45 RA410",신성호,35,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2004,01,대학수학,3,"월 15:00~16:15 RA410 , 수 16:30~17:45",이문배,59,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2004,02,대학수학,3,"월 12:00~13:15 K212 , 금 10:30~11:45",신용주,53,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2004,03,대학수학,3,"수,금 09:00~10:15 K212",김길춘,56,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2004,04,대학수학,3,"화,목 12:00~13:15 RA308",하구용,55,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2004,05,대학수학,3,"화,목 15:00~16:15 RA308",이재권,55,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2004,06,대학수학,3,"수,금 13:30~14:45 K401",최윤영,80,,,"자연과학부,공학부(불가)",,2008,FAL,LIB
NULL,STS2004,07,대학수학,3,"화,목 16:30~17:45 K209",한상현,20,,,(불가),,2008,FAL,LIB
NULL,STS2006,01,미적분학II,3,"월 09:00~10:15 AS305 , 수 10:30~11:45",유지현,33,,O,,공학인증반,2008,FAL,LIB
NULL,STS2006,03,미적분학II,3,"월 10:30~11:45 K209 , 수 12:00~13:15",김종수,56,,,,공학비인증반,2008,FAL,LIB
NULL,STS2006,04,미적분학II,3,"월 13:30~14:45 , 금 12:00~13:15 RA406B",한상현,44,,O,,공학비인증반,2008,FAL,LIB
NULL,STS2006,06,미적분학II,3,"수,금 13:30~14:45 AS303",유지현,66,,O,,공학인증반,2008,FAL,LIB
NULL,STS2006,07,미적분학II,3,"화,목 16:30~17:45 RA410",하구용,23,,O,,공학인증반,2008,FAL,LIB
NULL,STS2006,08,미적분학II,3,"수,금 15:00~16:15 AS301",안소영,66,,O,,공학인증반,2008,FAL,LIB
NULL,STS2006,09,미적분학II,3,"월 12:00~13:15 , 금 10:30~11:45 RA406B",김현정,59,,O,,공학인증반,2008,FAL,LIB
NULL,STS2006,10,미적분학II,3,"수,금 09:00~10:15 K405",김지현,57,,O,,공학인증반,2008,FAL,LIB
NULL,STS2006,11,미적분학II,3,"화,목 10:30~11:45 AS303",김종수,62,,,,공학비인증반,2008,FAL,LIB
NULL,STS2006,12,미적분학II,3,"화,목 12:00~13:15 AS303",정민석,44,,,,공학비인증반,2008,FAL,LIB
NULL,STS2006,13,미적분학II,3,"화,목 09:00~10:15 RA408",정민석,45,,O,,공학인증반,2008,FAL,LIB
NULL,STS2006,14,미적분학II,3,"월 10:30~11:45 K212 , 수 12:00~13:15",김영경,60,,O,,공학인증반,2008,FAL,LIB
NULL,STS2006,15,미적분학II,3,"월 13:30~14:45 RA408 , 금 12:00~13:15",임경필,50,,O,,공학인증반,2008,FAL,LIB
NULL,STS2006,16,미적분학II,3,"화,목 13:30~14:45 RA408",신창언,58,,O,,공학인증반,2008,FAL,LIB
NULL,STS2007,01,포트란프로그래밍,3,"월 10:30~11:45 AS311 , 수 12:00~13:15",AlexanderBreitholz,24,O,O,,,2008,FAL,LIB
NULL,STS2008,01,C언어,3,"월 12:00~13:15 , 금 10:30~11:45 AS303",나용찬,43,,O,,,2008,FAL,LIB
NULL,STS2008,02,C언어,3,"월 09:00~10:15 , 수 10:30~11:45 AS414",차득현,53,,O,,,2008,FAL,LIB
NULL,STS2008,03,C언어,3,"화,목 12:00~13:15 AS301",한세영,69,,O,,,2008,FAL,LIB
NULL,STS2008,04,C언어,3,"화,목 15:00~16:15 AS301",임종석,46,,O,,,2008,FAL,LIB
NULL,STS2008,05,C언어,3,"월 12:00~13:15 , 금 10:30~11:45 AS412",박은석,42,,O,,,2008,FAL,LIB
NULL,STU4005,01,바다의이해,3,토 09:00~11:45 K303,이은일,81,,,,,2008,FAL,LIB
NULL,STU4006,01,자연재해와우리사회,3,목 12:00~14:45 K203,김현주,62,,,,,2008,FAL,LIB
NULL,STU4007,01,지구과학,3,화 15:00~17:45 K305,김현주,78,,,,,2008,FAL,LIB
NULL,STU4008,01,도서관정보검색법,2,수 15:00~16:50 AS111,한연숙,23,,,,,2008,FAL,LIB
NULL,STU4009,01,PC인터넷,1,월 12:00~13:50 AS111,선충녕,34,,,"자연과학부,공학부(불가)","(=구PC와인터넷)(06~08학번및자연과학부,공학부수강불가)",2008,FAL,LIB
NULL,STU4009,02,PC인터넷,1,월 15:00~16:50 AS111,강상구,32,,,"자연과학부,공학부(불가)","(=구PC와인터넷)(06~08학번및자연과학부,공학부수강불가)",2008,FAL,LIB
NULL,STU4009,03,PC인터넷,1,수 12:00~13:50 AS111,강상우,32,,,"자연과학부,공학부(불가)","(=구PC와인터넷)(06~08학번및자연과학부,공학부수강불가)",2008,FAL,LIB
NULL,STU4009,04,PC인터넷,1,수 15:00~16:50 AS109,장나은,31,,,"자연과학부,공학부(불가)","(=구PC와인터넷)(06~08학번및자연과학부,공학부수강불가)",2008,FAL,LIB
NULL,YUCG1115,01,청년기의갈등과자기이해,3,일 00:00~00:00,,2,,,,,2008,FAL,LIB
